.meta.slug,.license_text,.license_name,.license_version,.community_resource_heading,.community_resource_logo_url,.community_resource_cta,.community_resource_blurb,.rex_callout_title,.rex_callout_blurb,.chegg_link_text,.errata_content,.partner_list_label,.partner_page_link_text,.customization_form_heading,.customization_form_subheading,.customization_form_disclaimer,.customization_form_next_steps,.featured_resources_header,.support_statement
"principles-marketing","Attribution 4.0 International (CC BY 4.0)","Creative Commons Attribution License","4.0","OER Commons Hub Resources","https://assets.openstax.org/oscms-prodcms/media/documents/OERC_logo.jpeg","Visit the Hub","Members of the OpenStax community can join the Hub to share resources they've created to use with Principles of Marketing. Find more resources, and submit your own.","Recommended","<b>New</b> Highlight and add notes — it’s 100% free!",,"All OpenStax textbooks undergo a rigorous review process. However, like any professional-grade textbook, errors sometimes occur. The good part is, since our books are web-based, we can make updates periodically. If you have a correction to suggest, submit it here. We review your suggestion and make necessary changes.","Technology Partners","See more!","Customization Form","Please select the modules (up to 10), that you want to customize with Google Docs.","<p data-block-key=""4ayna""><b>Disclaimer</b></p><p data-block-key=""w8919"">The following features and functionality are not available to teachers and students using Google Docs customized content:</p><ul><li data-block-key=""txxty""><b>Errata updates</b>. OpenStax webview is updated at least twice yearly. Customized Google Docs will not receive these content updates.</li><li data-block-key=""36n1p""><b>Access to study tools</b>. OpenStax webview has in-book search, highlighting, study guides, and more available for free. This functionality will not be available in Google Docs versions.</li><li data-block-key=""s9hec""><b>Formatting.</b> Print books and webview have a specific design and structure format developed for those platforms. These functionalities are not available in the Google Docs versions.</li></ul>","<p data-block-key=""tgdcd""><b>Next Steps</b></p><ol><li data-block-key=""p8sbx"">Within two business days, you will receive an email for each module that you have requested access to customize.</li><li data-block-key=""mhtdc"">The link provided in the email will be your own copy of the Google Doc that OpenStax generated for you.</li><li data-block-key=""b715n"">Once you have accessessed the document you can make the changes you desire and share with your students. We recommend using the &quot;Publish to the Web&quot; functionality under the file menu for sharing with students.</li></ol>",,"With philanthropic support, this book is used in <span id='adoption_number'></span> classrooms, saving students <span id='savings'></span> dollars this school year. <a href='/impact'>Learn more about our impact</a> and how you can help."
"principles-microeconomics","","Creative Commons Attribution License","4.0","OER Commons Hub Resources","https://assets.openstax.org/oscms-prodcms/media/documents/OERC_logo.jpg","Visit the Hub","Members of the OpenStax community can join the Hub to share resources they've created to use with Principles of Microeconomics. Submit a resource to help us get started!","Recommended",,,,"Technology Partners","See more!","Customization Form","Please select the modules (up to 10), that you want to customize with Google Docs.","<p data-block-key=""4ayna""><b>Disclaimer</b></p><p data-block-key=""w8919"">The following features and functionality are not available to teachers and students using Google Docs customized content:</p><ul><li data-block-key=""txxty""><b>Errata updates</b>. OpenStax webview is updated at least twice yearly. Customized Google Docs will not receive these content updates.</li><li data-block-key=""36n1p""><b>Access to study tools</b>. OpenStax webview has in-book search, highlighting, study guides, and more available for free. This functionality will not be available in Google Docs versions.</li><li data-block-key=""s9hec""><b>Formatting.</b> Print books and webview have a specific design and structure format developed for those platforms. These functionalities are not available in the Google Docs versions.</li></ul>","<p data-block-key=""tgdcd""><b>Next Steps</b></p><ol><li data-block-key=""p8sbx"">Within two business days, you will receive an email for each module that you have requested access to customize.</li><li data-block-key=""mhtdc"">The link provided in the email will be your own copy of the Google Doc that OpenStax generated for you.</li><li data-block-key=""b715n"">Once you have accessessed the document you can make the changes you desire and share with your students. We recommend using the &quot;Publish to the Web&quot; functionality under the file menu for sharing with students.</li></ol>",,"With philanthropic support, this book is used in <span id='adoption_number'></span> classrooms, saving students <span id='savings'></span> dollars this school year. <a href='/impact'>Learn more about our impact</a> and how you can help."
"principles-microeconomics-2e","","Creative Commons Attribution License","4.0","OER Commons Hub Resources","https://assets.openstax.org/oscms-prodcms/media/documents/OERC_logo.jpg","Visit the hub","Members of the OpenStax community can join the Hub to share resources they've created to use with Principles of Microeconomics. Submit a resource to help us get started!","Recommended","<b>New</b> Highlight and add notes — it’s 100% free!",,"All OpenStax textbooks undergo a rigorous review process. However, like any professional-grade textbook, errors sometimes occur. This book has a new edition available, and errata are no longer being accepted for the old edition. Please find the newest edition of this book on openstax.org/subjects.","Technology Partners","See more!","Customization Form","Please select the modules (up to 10), that you want to customize with Google Docs.","<p data-block-key=""4ayna""><b>Disclaimer</b></p><p data-block-key=""w8919"">The following features and functionality are not available to teachers and students using Google Docs customized content:</p><ul><li data-block-key=""txxty""><b>Errata updates</b>. OpenStax webview is updated at least twice yearly. Customized Google Docs will not receive these content updates.</li><li data-block-key=""36n1p""><b>Access to study tools</b>. OpenStax webview has in-book search, highlighting, study guides, and more available for free. This functionality will not be available in Google Docs versions.</li><li data-block-key=""s9hec""><b>Formatting.</b> Print books and webview have a specific design and structure format developed for those platforms. These functionalities are not available in the Google Docs versions.</li></ul>","<p data-block-key=""tgdcd""><b>Next Steps</b></p><ol><li data-block-key=""p8sbx"">Within two business days, you will receive an email for each module that you have requested access to customize.</li><li data-block-key=""mhtdc"">The link provided in the email will be your own copy of the Google Doc that OpenStax generated for you.</li><li data-block-key=""b715n"">Once you have accessessed the document you can make the changes you desire and share with your students. We recommend using the &quot;Publish to the Web&quot; functionality under the file menu for sharing with students.</li></ol>","Resources for taking your course online","With philanthropic support, this book is used in <span id='adoption_number'></span> classrooms, saving students <span id='savings'></span> dollars this school year. <a href='/impact'>Learn more about our impact</a> and how you can help."
"principles-microeconomics-3e","Attribution 2.0 Generic (CC BY 2.0)","Creative Commons Attribution License","4.0","OER Commons Hub Resources","https://assets.openstax.org/oscms-prodcms/media/documents/OERC_logo.jpeg","Visit the Hub","Members of the OpenStax community can join the Hub to share resources they've created to use with Principles of Microeconomics. Submit a resource to help us get started!","Recommended","<b>New</b> Highlight and add notes — it’s 100% free!",,"All OpenStax textbooks undergo a rigorous review process. However, like any professional-grade textbook, errors sometimes occur. The good part is, since our books are web-based, we can make updates periodically. If you have a correction to suggest, submit it here. We review your suggestion and make necessary changes.","Technology Partners","See more!","Customization Form","Please select the modules (up to 10), that you want to customize with Google Docs.","<p data-block-key=""4ayna""><b>Disclaimer</b></p><p data-block-key=""w8919"">The following features and functionality are not available to teachers and students using Google Docs customized content:</p><ul><li data-block-key=""txxty""><b>Errata updates</b>. OpenStax webview is updated at least twice yearly. Customized Google Docs will not receive these content updates.</li><li data-block-key=""36n1p""><b>Access to study tools</b>. OpenStax webview has in-book search, highlighting, study guides, and more available for free. This functionality will not be available in Google Docs versions.</li><li data-block-key=""s9hec""><b>Formatting.</b> Print books and webview have a specific design and structure format developed for those platforms. These functionalities are not available in the Google Docs versions.</li></ul>","<p data-block-key=""tgdcd""><b>Next Steps</b></p><ol><li data-block-key=""p8sbx"">Within two business days, you will receive an email for each module that you have requested access to customize.</li><li data-block-key=""mhtdc"">The link provided in the email will be your own copy of the Google Doc that OpenStax generated for you.</li><li data-block-key=""b715n"">Once you have accessessed the document you can make the changes you desire and share with your students. We recommend using the &quot;Publish to the Web&quot; functionality under the file menu for sharing with students.</li></ol>",,"With philanthropic support, this book is used in <span id='adoption_number'></span> classrooms, saving students <span id='savings'></span> dollars this school year. <a href='/impact'>Learn more about our impact</a> and how you can help."
"principles-microeconomics-ap-courses","","Creative Commons Attribution License","4.0","OER Commons Hub Resources","https://assets.openstax.org/oscms-prodcms/media/documents/OERC_logo.jpg","Visit the Hub","Members of the OpenStax community can join the Hub to share resources they've created to use with Principles of Microeconomics for AP® Courses. Submit a resource to help us get started!","Recommended",,,,"Technology Partners","See more!","Customization Form","Please select the modules (up to 10), that you want to customize with Google Docs.","<p data-block-key=""4ayna""><b>Disclaimer</b></p><p data-block-key=""w8919"">The following features and functionality are not available to teachers and students using Google Docs customized content:</p><ul><li data-block-key=""txxty""><b>Errata updates</b>. OpenStax webview is updated at least twice yearly. Customized Google Docs will not receive these content updates.</li><li data-block-key=""36n1p""><b>Access to study tools</b>. OpenStax webview has in-book search, highlighting, study guides, and more available for free. This functionality will not be available in Google Docs versions.</li><li data-block-key=""s9hec""><b>Formatting.</b> Print books and webview have a specific design and structure format developed for those platforms. These functionalities are not available in the Google Docs versions.</li></ul>","<p data-block-key=""tgdcd""><b>Next Steps</b></p><ol><li data-block-key=""p8sbx"">Within two business days, you will receive an email for each module that you have requested access to customize.</li><li data-block-key=""mhtdc"">The link provided in the email will be your own copy of the Google Doc that OpenStax generated for you.</li><li data-block-key=""b715n"">Once you have accessessed the document you can make the changes you desire and share with your students. We recommend using the &quot;Publish to the Web&quot; functionality under the file menu for sharing with students.</li></ol>",,"With philanthropic support, this book is used in <span id='adoption_number'></span> classrooms, saving students <span id='savings'></span> dollars this school year. <a href='/impact'>Learn more about our impact</a> and how you can help."
"principles-microeconomics-ap-courses-2e","","Creative Commons Attribution License","4.0","OER Commons Hub Resources","https://assets.openstax.org/oscms-prodcms/media/documents/OERC_logo.jpg","Visit the hub","Members of the OpenStax community can use the Hub to share resources they've created around Principles of Microeconomics for AP® Courses. Submit a resource to help us get started!","Recommended","<b>New</b> Highlight and add notes — it’s 100% free!",,"This book is scheduled for a new edition. Errata reports will be evaluated for implementation in the new edition. Click the ""Sign up to learn more"" link on your book's page to be notified of the upcoming edition and other news.","Technology Partners","See more!","Customization Form","Please select the modules (up to 10), that you want to customize with Google Docs.","<p data-block-key=""4ayna""><b>Disclaimer</b></p><p data-block-key=""w8919"">The following features and functionality are not available to teachers and students using Google Docs customized content:</p><ul><li data-block-key=""txxty""><b>Errata updates</b>. OpenStax webview is updated at least twice yearly. Customized Google Docs will not receive these content updates.</li><li data-block-key=""36n1p""><b>Access to study tools</b>. OpenStax webview has in-book search, highlighting, study guides, and more available for free. This functionality will not be available in Google Docs versions.</li><li data-block-key=""s9hec""><b>Formatting.</b> Print books and webview have a specific design and structure format developed for those platforms. These functionalities are not available in the Google Docs versions.</li></ul>","<p data-block-key=""tgdcd""><b>Next Steps</b></p><ol><li data-block-key=""p8sbx"">Within two business days, you will receive an email for each module that you have requested access to customize.</li><li data-block-key=""mhtdc"">The link provided in the email will be your own copy of the Google Doc that OpenStax generated for you.</li><li data-block-key=""b715n"">Once you have accessessed the document you can make the changes you desire and share with your students. We recommend using the &quot;Publish to the Web&quot; functionality under the file menu for sharing with students.</li></ol>","Resources for taking your course online","With philanthropic support, this book is used in <span id='adoption_number'></span> classrooms, saving students <span id='savings'></span> dollars this school year. <a href='/impact'>Learn more about our impact</a> and how you can help."
"psychologia-polska","Attribution 4.0 International (CC BY 4.0)","Creative Commons Attribution License","4.0",,,,"","Recommended",,,"All OpenStax textbooks undergo a rigorous review process. However, like any professional-grade textbook, errors sometimes occur. The good part is, since our books are web-based, we can make updates periodically. If you have a correction to suggest, submit it here. We review your suggestion and make necessary changes.","Technology Partners","See more!","Customization Form","Please select the modules (up to 10), that you want to customize with Google Docs.","<p data-block-key=""4ayna""><b>Disclaimer</b></p><p data-block-key=""w8919"">The following features and functionality are not available to teachers and students using Google Docs customized content:</p><ul><li data-block-key=""txxty""><b>Errata updates</b>. OpenStax webview is updated at least twice yearly. Customized Google Docs will not receive these content updates.</li><li data-block-key=""36n1p""><b>Access to study tools</b>. OpenStax webview has in-book search, highlighting, study guides, and more available for free. This functionality will not be available in Google Docs versions.</li><li data-block-key=""s9hec""><b>Formatting.</b> Print books and webview have a specific design and structure format developed for those platforms. These functionalities are not available in the Google Docs versions.</li></ul>","<p data-block-key=""tgdcd""><b>Next Steps</b></p><ol><li data-block-key=""p8sbx"">Within two business days, you will receive an email for each module that you have requested access to customize.</li><li data-block-key=""mhtdc"">The link provided in the email will be your own copy of the Google Doc that OpenStax generated for you.</li><li data-block-key=""b715n"">Once you have accessessed the document you can make the changes you desire and share with your students. We recommend using the &quot;Publish to the Web&quot; functionality under the file menu for sharing with students.</li></ol>",,"With philanthropic support, this book is used in <span id='adoption_number'></span> classrooms, saving students <span id='savings'></span> dollars this school year. <a href='/impact'>Learn more about our impact</a> and how you can help."
"psychology","","Creative Commons Attribution License","4.0","OER Commons Hub Resources","https://assets.openstax.org/oscms-prodcms/media/documents/OERC_logo.jpg","Visit the Hub","Members of the OpenStax community can join the Hub to share resources they've created to use with our psychology book, like the chapter summary below. Check out the rest of the chapter summaries, find more resources, and submit your own.","Recommended",,,,"Technology Partners","See more!","Customization Form","Please select the modules (up to 10), that you want to customize with Google Docs.","<p data-block-key=""4ayna""><b>Disclaimer</b></p><p data-block-key=""w8919"">The following features and functionality are not available to teachers and students using Google Docs customized content:</p><ul><li data-block-key=""txxty""><b>Errata updates</b>. OpenStax webview is updated at least twice yearly. Customized Google Docs will not receive these content updates.</li><li data-block-key=""36n1p""><b>Access to study tools</b>. OpenStax webview has in-book search, highlighting, study guides, and more available for free. This functionality will not be available in Google Docs versions.</li><li data-block-key=""s9hec""><b>Formatting.</b> Print books and webview have a specific design and structure format developed for those platforms. These functionalities are not available in the Google Docs versions.</li></ul>","<p data-block-key=""tgdcd""><b>Next Steps</b></p><ol><li data-block-key=""p8sbx"">Within two business days, you will receive an email for each module that you have requested access to customize.</li><li data-block-key=""mhtdc"">The link provided in the email will be your own copy of the Google Doc that OpenStax generated for you.</li><li data-block-key=""b715n"">Once you have accessessed the document you can make the changes you desire and share with your students. We recommend using the &quot;Publish to the Web&quot; functionality under the file menu for sharing with students.</li></ol>","Resources for taking your course online","With philanthropic support, this book is used in <span id='adoption_number'></span> classrooms, saving students <span id='savings'></span> dollars this school year. <a href='/impact'>Learn more about our impact</a> and how you can help."
"psychology-2e","","Creative Commons Attribution License","4.0","OER Commons Hub Resources","https://assets.openstax.org/oscms-prodcms/media/documents/OERC_logo.jpg","Visit the Hub","Members of the OpenStax community can join the Hub to share resources they've created to use with our psychology book, like the chapter summary below. Check out the rest of the chapter summaries, find more resources, and submit your own.","Recommended","<b>New</b> Expert-created study guides for each chapter. 100% free!",,"All OpenStax textbooks undergo a rigorous review process. However, like any professional-grade textbook, errors sometimes occur. The good part is, since our books are web-based, we can make updates periodically. If you have a correction to suggest, submit it here. We review your suggestion and make necessary changes.","Technology Partners","See more!","Customization Form","Please select the modules (up to 10), that you want to customize with Google Docs.","<p data-block-key=""4ayna""><b>Disclaimer</b></p><p data-block-key=""w8919"">The following features and functionality are not available to teachers and students using Google Docs customized content:</p><ul><li data-block-key=""txxty""><b>Errata updates</b>. OpenStax webview is updated at least twice yearly. Customized Google Docs will not receive these content updates.</li><li data-block-key=""36n1p""><b>Access to study tools</b>. OpenStax webview has in-book search, highlighting, study guides, and more available for free. This functionality will not be available in Google Docs versions.</li><li data-block-key=""s9hec""><b>Formatting.</b> Print books and webview have a specific design and structure format developed for those platforms. These functionalities are not available in the Google Docs versions.</li></ul>","<p data-block-key=""tgdcd""><b>Next Steps</b></p><ol><li data-block-key=""p8sbx"">Within two business days, you will receive an email for each module that you have requested access to customize.</li><li data-block-key=""mhtdc"">The link provided in the email will be your own copy of the Google Doc that OpenStax generated for you.</li><li data-block-key=""b715n"">Once you have accessessed the document you can make the changes you desire and share with your students. We recommend using the &quot;Publish to the Web&quot; functionality under the file menu for sharing with students.</li></ol>",,"With philanthropic support, this book is used in <span id='adoption_number'></span> classrooms, saving students <span id='savings'></span> dollars this school year. <a href='/impact'>Learn more about our impact</a> and how you can help."
"statistics","","Creative Commons Attribution License","4.0","OER Commons Hub","https://assets.openstax.org/oscms-prodcms/media/documents/OERC_logo.jpg","Visit the Hub","Members of the OpenStax community can join the Hub to share resources they've created to use with our statistics book. Find resources and submit your own!","Recommended","<b>New</b> Highlight and add notes — it’s 100% free!",,"All OpenStax textbooks undergo a rigorous review process. However, like any professional-grade textbook, errors sometimes occur. The good part is, since our books are web-based, we can make updates periodically. If you have a correction to suggest, submit it here. We review your suggestion and make necessary changes.","Technology Partners","See more!","Customization Form","Please select the modules (up to 10), that you want to customize with Google Docs.","<p data-block-key=""4ayna""><b>Disclaimer</b></p><p data-block-key=""w8919"">The following features and functionality are not available to teachers and students using Google Docs customized content:</p><ul><li data-block-key=""txxty""><b>Errata updates</b>. OpenStax webview is updated at least twice yearly. Customized Google Docs will not receive these content updates.</li><li data-block-key=""36n1p""><b>Access to study tools</b>. OpenStax webview has in-book search, highlighting, study guides, and more available for free. This functionality will not be available in Google Docs versions.</li><li data-block-key=""s9hec""><b>Formatting.</b> Print books and webview have a specific design and structure format developed for those platforms. These functionalities are not available in the Google Docs versions.</li></ul>","<p data-block-key=""tgdcd""><b>Next Steps</b></p><ol><li data-block-key=""p8sbx"">Within two business days, you will receive an email for each module that you have requested access to customize.</li><li data-block-key=""mhtdc"">The link provided in the email will be your own copy of the Google Doc that OpenStax generated for you.</li><li data-block-key=""b715n"">Once you have accessessed the document you can make the changes you desire and share with your students. We recommend using the &quot;Publish to the Web&quot; functionality under the file menu for sharing with students.</li></ol>","Resources for taking your course online","With philanthropic support, this book is used in <span id='adoption_number'></span> classrooms, saving students <span id='savings'></span> dollars this school year. <a href='/impact'>Learn more about our impact</a> and how you can help."
"college-physics-ap-courses","","Creative Commons Attribution License","4.0","OER Commons Hub Resources","https://assets.openstax.org/oscms-prodcms/media/documents/OERC_logo.jpg","Visit the Hub","Members of the OpenStax community can join the Hub to share resources they've created to use with our AP® physics book. Find more resources and submit your own.","Recommended","<b>New</b> Highlight and add notes — it’s 100% free!",,"All OpenStax textbooks undergo a rigorous review process. However, like any professional-grade textbook, errors sometimes occur. This book has a new edition available, and errata are no longer being accepted for the old edition. Please find the newest edition of this book on openstax.org/subjects.","Technology Partners","See more!","Customization Form","Please select the modules (up to 10), that you want to customize with Google Docs.","<p data-block-key=""4ayna""><b>Disclaimer</b></p><p data-block-key=""w8919"">The following features and functionality are not available to teachers and students using Google Docs customized content:</p><ul><li data-block-key=""txxty""><b>Errata updates</b>. OpenStax webview is updated at least twice yearly. Customized Google Docs will not receive these content updates.</li><li data-block-key=""36n1p""><b>Access to study tools</b>. OpenStax webview has in-book search, highlighting, study guides, and more available for free. This functionality will not be available in Google Docs versions.</li><li data-block-key=""s9hec""><b>Formatting.</b> Print books and webview have a specific design and structure format developed for those platforms. These functionalities are not available in the Google Docs versions.</li></ul>","<p data-block-key=""tgdcd""><b>Next Steps</b></p><ol><li data-block-key=""p8sbx"">Within two business days, you will receive an email for each module that you have requested access to customize.</li><li data-block-key=""mhtdc"">The link provided in the email will be your own copy of the Google Doc that OpenStax generated for you.</li><li data-block-key=""b715n"">Once you have accessessed the document you can make the changes you desire and share with your students. We recommend using the &quot;Publish to the Web&quot; functionality under the file menu for sharing with students.</li></ol>","Resources for taking your course online","With philanthropic support, this book is used in <span id='adoption_number'></span> classrooms, saving students <span id='savings'></span> dollars this school year. <a href='/impact'>Learn more about our impact</a> and how you can help."
"university-physics-volume-1","","Creative Commons Attribution License","4.0","OER Commons Hub Resources","https://assets.openstax.org/oscms-prodcms/media/documents/OERC_logo.jpg","Visit the Hub","Members of the OpenStax community can join the Hub to share resources they've created to use with University Physics. Submit a resource to help us get started!","Recommended","<b>New</b> Highlight and add notes — it’s 100% free!",,"All OpenStax textbooks undergo a rigorous review process. However, like any professional-grade textbook, errors sometimes occur. The good part is, since our books are web-based, we can make updates periodically. If you have a correction to suggest, submit it here. We review your suggestion and make necessary changes.","Technology Partners","See more!","Customization Form","Please select the modules (up to 10), that you want to customize with Google Docs.","<p data-block-key=""4ayna""><b>Disclaimer</b></p><p data-block-key=""w8919"">The following features and functionality are not available to teachers and students using Google Docs customized content:</p><ul><li data-block-key=""txxty""><b>Errata updates</b>. OpenStax webview is updated at least twice yearly. Customized Google Docs will not receive these content updates.</li><li data-block-key=""36n1p""><b>Access to study tools</b>. OpenStax webview has in-book search, highlighting, study guides, and more available for free. This functionality will not be available in Google Docs versions.</li><li data-block-key=""s9hec""><b>Formatting.</b> Print books and webview have a specific design and structure format developed for those platforms. These functionalities are not available in the Google Docs versions.</li></ul>","<p data-block-key=""tgdcd""><b>Next Steps</b></p><ol><li data-block-key=""p8sbx"">Within two business days, you will receive an email for each module that you have requested access to customize.</li><li data-block-key=""mhtdc"">The link provided in the email will be your own copy of the Google Doc that OpenStax generated for you.</li><li data-block-key=""b715n"">Once you have accessessed the document you can make the changes you desire and share with your students. We recommend using the &quot;Publish to the Web&quot; functionality under the file menu for sharing with students.</li></ol>","Resources for taking your course online","With philanthropic support, this book is used in <span id='adoption_number'></span> classrooms, saving students <span id='savings'></span> dollars this school year. <a href='/impact'>Learn more about our impact</a> and how you can help."
"university-physics-volume-2","","Creative Commons Attribution License","4.0","OER Commons Hub Resources","https://assets.openstax.org/oscms-prodcms/media/documents/OERC_logo.jpg","Visit the Hub","Members of the OpenStax community can join the Hub to share resources they've created to use with University Physics. Submit a resource to help us get started!","Recommended","<b>New</b> Highlight and add notes — it’s 100% free!",,"All OpenStax textbooks undergo a rigorous review process. However, like any professional-grade textbook, errors sometimes occur. The good part is, since our books are web-based, we can make updates periodically. If you have a correction to suggest, submit it here. We review your suggestion and make necessary changes.","Technology Partners","See more!","Customization Form","Please select the modules (up to 10), that you want to customize with Google Docs.","<p data-block-key=""4ayna""><b>Disclaimer</b></p><p data-block-key=""w8919"">The following features and functionality are not available to teachers and students using Google Docs customized content:</p><ul><li data-block-key=""txxty""><b>Errata updates</b>. OpenStax webview is updated at least twice yearly. Customized Google Docs will not receive these content updates.</li><li data-block-key=""36n1p""><b>Access to study tools</b>. OpenStax webview has in-book search, highlighting, study guides, and more available for free. This functionality will not be available in Google Docs versions.</li><li data-block-key=""s9hec""><b>Formatting.</b> Print books and webview have a specific design and structure format developed for those platforms. These functionalities are not available in the Google Docs versions.</li></ul>","<p data-block-key=""tgdcd""><b>Next Steps</b></p><ol><li data-block-key=""p8sbx"">Within two business days, you will receive an email for each module that you have requested access to customize.</li><li data-block-key=""mhtdc"">The link provided in the email will be your own copy of the Google Doc that OpenStax generated for you.</li><li data-block-key=""b715n"">Once you have accessessed the document you can make the changes you desire and share with your students. We recommend using the &quot;Publish to the Web&quot; functionality under the file menu for sharing with students.</li></ol>","Resources for taking your course online","With philanthropic support, this book is used in <span id='adoption_number'></span> classrooms, saving students <span id='savings'></span> dollars this school year. <a href='/impact'>Learn more about our impact</a> and how you can help."
"university-physics-volume-3","","Creative Commons Attribution License","4.0","OER Commons Hub Resources","https://assets.openstax.org/oscms-prodcms/media/documents/OERC_logo.jpg","Visit the Hub","Members of the OpenStax community can join the Hub to share resources they've created to use with University Physics. Submit a resource to help us get started!","Recommended","<b>New</b> Highlight and add notes — it’s 100% free!",,"All OpenStax textbooks undergo a rigorous review process. However, like any professional-grade textbook, errors sometimes occur. The good part is, since our books are web-based, we can make updates periodically. If you have a correction to suggest, submit it here. We review your suggestion and make necessary changes.","Technology Partners","See more!","Customization Form","Please select the modules (up to 10), that you want to customize with Google Docs.","<p data-block-key=""4ayna""><b>Disclaimer</b></p><p data-block-key=""w8919"">The following features and functionality are not available to teachers and students using Google Docs customized content:</p><ul><li data-block-key=""txxty""><b>Errata updates</b>. OpenStax webview is updated at least twice yearly. Customized Google Docs will not receive these content updates.</li><li data-block-key=""36n1p""><b>Access to study tools</b>. OpenStax webview has in-book search, highlighting, study guides, and more available for free. This functionality will not be available in Google Docs versions.</li><li data-block-key=""s9hec""><b>Formatting.</b> Print books and webview have a specific design and structure format developed for those platforms. These functionalities are not available in the Google Docs versions.</li></ul>","<p data-block-key=""tgdcd""><b>Next Steps</b></p><ol><li data-block-key=""p8sbx"">Within two business days, you will receive an email for each module that you have requested access to customize.</li><li data-block-key=""mhtdc"">The link provided in the email will be your own copy of the Google Doc that OpenStax generated for you.</li><li data-block-key=""b715n"">Once you have accessessed the document you can make the changes you desire and share with your students. We recommend using the &quot;Publish to the Web&quot; functionality under the file menu for sharing with students.</li></ol>","Resources for taking your course online","With philanthropic support, this book is used in <span id='adoption_number'></span> classrooms, saving students <span id='savings'></span> dollars this school year. <a href='/impact'>Learn more about our impact</a> and how you can help."
"us-history","","Creative Commons Attribution License","4.0","OER Commons Hub Resources","https://assets.openstax.org/oscms-prodcms/media/documents/OERC_logo.jpg","Visit the Hub","Members of the OpenStax community can join the Hub to share resources they've created to use with our U.S. history book, like the extra chapter questions below. Find more resources, and submit your own.","Recommended","<b>New</b> Highlight and add notes — it’s 100% free!",,"All OpenStax textbooks undergo a rigorous review process. However, like any professional-grade textbook, errors sometimes occur. The good part is, since our books are web-based, we can make updates periodically. If you have a correction to suggest, submit it here. We review your suggestion and make necessary changes.","Technology Partners","See more!","Customization Form","Please select the modules (up to 10), that you want to customize with Google Docs.","<p data-block-key=""4ayna""><b>Disclaimer</b></p><p data-block-key=""w8919"">The following features and functionality are not available to teachers and students using Google Docs customized content:</p><ul><li data-block-key=""txxty""><b>Errata updates</b>. OpenStax webview is updated at least twice yearly. Customized Google Docs will not receive these content updates.</li><li data-block-key=""36n1p""><b>Access to study tools</b>. OpenStax webview has in-book search, highlighting, study guides, and more available for free. This functionality will not be available in Google Docs versions.</li><li data-block-key=""s9hec""><b>Formatting.</b> Print books and webview have a specific design and structure format developed for those platforms. These functionalities are not available in the Google Docs versions.</li></ul>","<p data-block-key=""tgdcd""><b>Next Steps</b></p><ol><li data-block-key=""p8sbx"">Within two business days, you will receive an email for each module that you have requested access to customize.</li><li data-block-key=""mhtdc"">The link provided in the email will be your own copy of the Google Doc that OpenStax generated for you.</li><li data-block-key=""b715n"">Once you have accessessed the document you can make the changes you desire and share with your students. We recommend using the &quot;Publish to the Web&quot; functionality under the file menu for sharing with students.</li></ol>","Resources for taking your course online","With philanthropic support, this book is used in <span id='adoption_number'></span> classrooms, saving students <span id='savings'></span> dollars this school year. <a href='/impact'>Learn more about our impact</a> and how you can help."
"world-history-volume-1","Attribution 4.0 International  (CC BY 4.0)","Creative Commons Attribution License","4.0","OER Commons Hub Resources","https://assets.openstax.org/oscms-prodcms/media/documents/OERC_logo.jpeg","Visit the Hub","Members of the OpenStax community can join the Hub to share resources they've created to use with our world history book, like the recorded lectures and lecture notes below. Find more resources and submit your own.","Recommended","<b>New</b> Highlight and add notes — it’s 100% free!",,,"Technology Partners","See more!","Customization Form","Please select the modules (up to 10), that you want to customize with Google Docs.","<p data-block-key=""4ayna""><b>Disclaimer</b></p><p data-block-key=""w8919"">The following features and functionality are not available to teachers and students using Google Docs customized content:</p><ul><li data-block-key=""txxty""><b>Errata updates</b>. OpenStax webview is updated at least twice yearly. Customized Google Docs will not receive these content updates.</li><li data-block-key=""36n1p""><b>Access to study tools</b>. OpenStax webview has in-book search, highlighting, study guides, and more available for free. This functionality will not be available in Google Docs versions.</li><li data-block-key=""s9hec""><b>Formatting.</b> Print books and webview have a specific design and structure format developed for those platforms. These functionalities are not available in the Google Docs versions.</li></ul>","<p data-block-key=""tgdcd""><b>Next Steps</b></p><ol><li data-block-key=""p8sbx"">Within two business days, you will receive an email for each module that you have requested access to customize.</li><li data-block-key=""mhtdc"">The link provided in the email will be your own copy of the Google Doc that OpenStax generated for you.</li><li data-block-key=""b715n"">Once you have accessessed the document you can make the changes you desire and share with your students. We recommend using the &quot;Publish to the Web&quot; functionality under the file menu for sharing with students.</li></ol>","Resources for taking your course online","With philanthropic support, this book is used in <span id='adoption_number'></span> classrooms, saving students <span id='savings'></span> dollars this school year. <a href='/impact'>Learn more about our impact</a> and how you can help."
