.meta.slug,.book_state,.title,.salesforce_abbreviation,.salesforce_name,.salesforce_book_id,.publish_date,.created,.updated,.book_subjects[0].subject_name,.is_ap,.cover_url,.title_image_url,.cover_color,.book_cover_text_color,.reverse_gradient,.print_isbn_10,.print_isbn_13,.print_softcover_isbn_10,.print_softcover_isbn_13,.digital_isbn_10,.digital_isbn_13,.ibook_isbn_10,.ibook_isbn_13,.ibook_volume_2_isbn_10,.ibook_volume_2_isbn_13,.license_url,.high_resolution_pdf_url,.low_resolution_pdf_url,.community_resource_url,.community_resource_feature_link_url,.community_resource_feature_text,.ibook_link,.ibook_link_volume_2,.webview_link,.webview_rex_link,.enable_study_edge,.bookshare_link,.amazon_coming_soon,.amazon_link,.kindle_link,.chegg_link,.bookstore_coming_soon,.comp_copy_available,.tutor_marketing_book,.last_updated_pdf,.adoptions,.savings,.cnx_id,.description
"precalculus-2e","live","Precalculus 2e","Precalc","Precalculus",,"2021-12-21","2021-12-02T15:40:23.760000-06:00","2023-03-02T15:32:00-06:00","Math",false,"https://assets.openstax.org/oscms-prodcms/media/documents/precalculus_2e.svg","https://assets.openstax.org/oscms-prodcms/media/documents/precalculus_2e_1.svg","blue","white_orange",false,,"978-1-711494-00-5",,"978-1-711493-99-2",,"978-1-951693-39-8",,,,,"https://creativecommons.org/licenses/by/4.0/","https://assets.openstax.org/oscms-prodcms/media/documents/Precalculus_2e-WEB.pdf",,"https://www.oercommons.org/groups/openstax-precalculus/1076/?__hub_id=27",,"","","","https://cnx.org/contents/f021395f-fd63-46cd-ab95-037c6f051730","https://openstax.org/books/precalculus-2e/pages/1-introduction-to-functions",false,"",false,"","",,false,false,false,,,,"f021395f-fd63-46cd-ab95-037c6f051730","<p data-block-key=""sj859""><i>Precalculus 2e</i> provides a comprehensive exploration of mathematical principles and meets scope and sequence requirements for a typical precalculus course. The text proceeds from functions through trigonometry and ends with an introduction to calculus. The modular approach and the richness of content ensure that the book addresses the needs of a variety of courses. <i>Precalculus 2e</i> offers a wealth of examples with detailed, conceptual explanations, building a strong foundation in the material before asking students to apply what they’ve learned.</p><p data-block-key=""9t0ce""></p><p data-block-key=""9ac6p"">The <i>Precalculus 2e</i> revision focused on improving relevance and representation as well as mathematical clarity and accuracy. Introductory narratives, examples, and problems were reviewed and revised using a diversity, equity, and inclusion framework. Many contexts, scenarios, and images have been changed to become even more relevant to students’ lives and interests. To maintain our commitment to accuracy and precision, examples, exercises, and solutions were reviewed by multiple faculty experts. All improvement suggestions and errata updates from the first edition were considered and unified across the different formats of the text. The first edition of <i>Precalculus</i> by OpenStax is available in web view <a href=""https://openstax.org/books/precalculus/pages/1-introduction-to-functions"">here</a>.</p><p data-block-key=""dhsuv""></p><p data-block-key=""848f8"">If you have encountered a white screen while accessing your OpenStax textbook, our developers suggest closing all of your <a href=""http://openstax.org/"">OpenStax.org</a> tabs and then loading the book again.</p>"
"principles-financial-accounting","live","Principles of Accounting, Volume 1: Financial Accounting","Financial Accounting","Financial Accounting",,"2019-04-11","2019-01-24T15:29:48.698000-06:00","2023-01-04T12:51:00-06:00","Business",false,"https://assets.openstax.org/oscms-prodcms/media/documents/principles_of_acounting_volume_1_book_card.svg","https://assets.openstax.org/oscms-prodcms/media/documents/principles_of_accounting_volume_1.svg","blue","yellow",false,"1-947172-68-9","978-1-947172-68-5",,"978-1-59399-594-2","1-947172-67-0","978-1-947172-67-8",,,,,"https://creativecommons.org/licenses/by-nc-sa/4.0/","https://assets.openstax.org/oscms-prodcms/media/documents/FinancialAccounting-OP_YioY6nY.pdf",,"https://www.oercommons.org/groups/openstax-principles-of-accounting/3868/?__hub_id=27",,"","","","https://cnx.org/contents/9ab4ba6d-1e48-486d-a2de-38ae1617ca84","https://openstax.org/books/principles-financial-accounting/pages/1-why-it-matters",true,"",false,"https://buyprint.openstax.org/principles-financial-accounting","https://amzn.to/39xhfCH",,true,false,false,,216,4064609,"9ab4ba6d-1e48-486d-a2de-38ae1617ca84","<p data-block-key=""r1ut6""><i>Principles of Accounting</i> is designed to meet the scope and sequence requirements of a two-semester accounting course that covers the fundamentals of financial and managerial accounting. Due to the comprehensive nature of the material, we are offering the book in two volumes. This book is specifically designed to appeal to both accounting and non-accounting majors, exposing students to the core concepts of accounting in familiar ways to build a strong foundation that can be applied across business fields. Each chapter opens with a relatable real-life scenario for today’s college student. Thoughtfully designed examples are presented throughout each chapter, allowing students to build on emerging accounting knowledge. Concepts are further reinforced through applicable connections to more detailed business processes. Students are immersed in the “why” as well as the “how” aspects of accounting in order to reinforce concepts and promote comprehension over rote memorization.</p>"
"principles-managerial-accounting","live","Principles of Accounting, Volume 2: Managerial Accounting","Managerial Accounting","Managerial Accounting",,"2019-02-14","2019-01-24T15:29:48.698000-06:00","2022-08-03T14:49:00-05:00","Business",false,"https://assets.openstax.org/oscms-prodcms/media/documents/principles_of_acounting_volume_2_book_card_Vu9ykSz.svg","https://assets.openstax.org/oscms-prodcms/media/documents/principles_of_accounting_volume_2_CCfRVxy.svg","blue","yellow",false,"1-947172-60-3","978-1-947172-60-9",,"978-1-59399-595-9","1-947172-59-X","978-1-947172-59-3",,,,,"https://creativecommons.org/licenses/by-nc-sa/4.0/","https://assets.openstax.org/oscms-prodcms/media/documents/ManagerialAccounting-OP_x3x7rSO.pdf",,"https://www.oercommons.org/groups/openstax-principles-of-accounting/3868/?__hub_id=27",,"","","","https://cnx.org/contents/920d1c8a-606c-4888-bfd4-d1ee27ce1795","https://openstax.org/books/principles-managerial-accounting/pages/1-why-it-matters",true,"",false,"https://buyprint.openstax.org/principles-managerial-accounting","https://amzn.to/38HFZsO",,true,false,false,,152,3304674,"920d1c8a-606c-4888-bfd4-d1ee27ce1795","<p data-block-key=""4orkp""><i>Principles of Accounting</i> is designed to meet the scope and sequence requirements of a two-semester accounting course that covers the fundamentals of financial and managerial accounting. Due to the comprehensive nature of the material, we are offering the book in two volumes. This book is specifically designed to appeal to both accounting and non-accounting majors, exposing students to the core concepts of accounting in familiar ways to build a strong foundation that can be applied across business fields. Each chapter opens with a relatable real-life scenario for today’s college student. Thoughtfully designed examples are presented throughout each chapter, allowing students to build on emerging accounting knowledge. Concepts are further reinforced through applicable connections to more detailed business processes. Students are immersed in the “why” as well as the “how” aspects of accounting in order to reinforce concepts and promote comprehension over rote memorization.</p>"
"principles-economics","retired","Principles of Economics","Economics","Principles of Economics",,"2017-03-19","2016-03-09T09:55:08.756000-06:00","2019-10-14T15:43:00-05:00",,false,"https://assets.openstax.org/oscms-prodcms/media/documents/economics_8mNeBU3.svg","https://assets.openstax.org/oscms-prodcms/media/documents/Head_PrinciplesofEconomics.svg","gray","yellow",false,"1938168232","978-1-938168-23-9",,,"1-947172-28-X","978-1-947172-28-9","1-938168-33-X","978-1-938168-33-8",,,"https://creativecommons.org/licenses/by/4.0/","https://assets.openstax.org/oscms-prodcms/media/documents/PrinciplesofEconomics-OP.pdf","https://assets.openstax.org/oscms-prodcms/media/documents/PrinciplesofEconomics-LR.pdf","https://www.oercommons.org/groups/openstax-principles-of-economics/1057/?__hub_id=27","https://assets.openstax.org/oscms-prodcms/media/documents/Video_Assignment_Perfect_Competition.pdf","Video assignment - perfect competition","https://itunes.apple.com/us/book/principles-of-economics/id931515744","","https://cnx.org/contents/69619d2b-68f0-44b0-b074-a9b2bf90b2c6","",false,"https://www.bookshare.org/browse/book/891513",false,"https://www.amazon.com/Principles-Economics-OpenStax/dp/1506698131","https://www.amazon.com/Principles-Economics-Timothy-Taylor-ebook/dp/B075FFN81R/ref=sr_1_21_twi_kin_1?s=books&ie=UTF8&qid=1508964001&sr=1-21&keywords=OpenStax",,false,true,false,,,,"69619d2b-68f0-44b0-b074-a9b2bf90b2c6","<p><i>Principles of Economics</i> covers scope and sequence requirements for a two-semester introductory economics course. The authors take a balanced approach to micro- and macroeconomics, to both Keynesian and classical views, and to the theory and application of economics concepts. The text also includes many current examples, which are handled in a politically equitable way.</p><p><i>Principles of Economics</i> PDF and web view versions have been updated to include current FRED (Federal Reserve Economic) data.</p>"
"principles-economics-2e","deprecated","Principles of Economics 2e","Economics","Principles of Economics 2e",,"2017-10-11","2017-10-11T12:02:25.482000-05:00","2022-08-16T14:03:00-05:00","Social Sciences",false,"https://assets.openstax.org/oscms-prodcms/media/documents/Economics2e-BookCard.png","https://assets.openstax.org/oscms-prodcms/media/documents/Head_PrinciplesofEconomics2e.svg","gray","yellow",false,"1-947172-36-0","978-1-947172-36-4",,"978-1-50669-986-8","1-947172-37-9","978-1-947172-37-1","1-947172-48-4","978-1-947172-48-7",,,"https://creativecommons.org/licenses/by/4.0/","https://assets.openstax.org/oscms-prodcms/media/documents/Economics2e-OP_s2jF42u.pdf",,"https://www.oercommons.org/groups/openstax-principles-of-economics/1057/?__hub_id=27",,"","https://itunes.apple.com/us/book/principles-of-economics-2e/id1344945679?ls=1&mt=13","","https://cnx.org/contents/bc498e1f-efe9-43a0-8dea-d3569ad09a82","https://openstax.org/books/principles-economics-2e/pages/1-introduction",true,"",false,"https://buyprint.openstax.org/principles-economics-2e","https://amzn.to/3oHG70V",,false,false,false,,,,"bc498e1f-efe9-43a0-8dea-d3569ad09a82","<p data-block-key=""7osp7""><i>Principles of Economics 2e</i> covers the scope and sequence of most introductory economics courses. The text includes many current examples, which are handled in a politically equitable way. The outcome is a balanced approach to the theory and application of economics concepts. The second edition has been thoroughly revised to increase clarity, update data and current event impacts, and incorporate the feedback from many reviewers and adopters.</p><p data-block-key=""l34kp""></p><p data-block-key=""dckos"">Changes made in <i>Principles of Economics 2e</i> are described in the preface and the transition guide to help instructors transition to the second edition. The first edition of <i>Principles of Economics</i> by OpenStax is available in web view <a href=""https://openstax.org/books/principles-economics/pages/1-introduction"">here</a>.</p>"
"principles-economics-3e","live","Principles of Economics 3e",,,,"2022-12-14","2022-12-01T12:01:43.413000-06:00",,"Social Sciences",false,"https://assets.openstax.org/oscms-prodcms/media/documents/Economics3e_webcard.svg","https://assets.openstax.org/oscms-prodcms/media/documents/Economics3e_titlecard.svg","orange","grey",false,,"978-1-711471-45-7",,"978-1-711471-46-4",,"978-1-951693-63-3",,,,,"https://creativecommons.org/licenses/by/4.0/","https://assets.openstax.org/oscms-prodcms/media/documents/Economics3e-WEB.pdf",,"https://www.oercommons.org/groups/openstax-principles-of-economics/1057/?__hub_id=27",,"","","","https://cnx.org/contents/4c34671f-b057-4918-8796-38ca1b2f4151","https://openstax.org/books/principles-economics-3e/pages/1-introduction",false,"",false,"","",,false,false,false,,,,"4c34671f-b057-4918-8796-38ca1b2f4151","<p data-block-key=""ssfm8""><i>Principles of Economics 3e</i> covers the scope and sequence of most introductory economics courses. The third edition takes a balanced approach to the theory and application of economics concepts. The text uses conversational language and ample illustrations to explore economic theories, and provides a wide array of examples using both fictional and real-world scenarios. The third edition has been carefully and thoroughly updated to reflect current data and understanding, as well as to provide a deeper background in diverse contributors and their impacts on economic thought and analysis. For example, the third edition highlights the research and views of a broader group of economists. Brief references and deeply explored socio-political examples have been updated to showcase the critical – and sometimes unnoticed – ties between economic developments and topics relevant to students.</p><p data-block-key=""1bjks"">A fuller list of changes made in <i>Principles of Economics 3e</i> are described in the preface and the transition guide to help instructors transition to the third edition.</p>"
"principles-finance","live","Principles of Finance","Principles of Finance","Principles of Finance",,"2022-03-24","2022-03-09T14:40:16.970000-06:00",,"Business",false,"https://assets.openstax.org/oscms-prodcms/media/documents/principles_of_finance.svg","https://assets.openstax.org/oscms-prodcms/media/documents/principles_of_finance_1.svg","blue","light_blue",false,,"978-1-711470-53-5",,"978-1-711470-52-8",,"978-1-951693-54-1",,,,,"https://creativecommons.org/licenses/by/4.0/","https://assets.openstax.org/oscms-prodcms/media/documents/PrinciplesofFinance-WEB.pdf",,"https://www.oercommons.org/groups/openstax-principles-of-finance/10882/",,"","","","https://cnx.org/contents/052b8372-0c5e-4ff6-8fd3-326377e9e91f","https://openstax.org/books/principles-finance/pages/1-why-it-matters",false,"",false,"","",,false,true,false,,,,"052b8372-0c5e-4ff6-8fd3-326377e9e91f","<p data-block-key=""s8qj8"">Designed to meet the scope and sequence of your course, <i>Principles of Finance</i> provides a strong foundation in financial applications using an innovative use-case approach to explore their role in business decision-making. An array of financial calculator and downloadable Microsoft Excel data exercises also engage students in experiential learning throughout. With flexible integration of technical instruction and data, this title prepares students for current practice and continual evolution. </p><p data-block-key=""fos8r"">If you have encountered a white screen while accessing your OpenStax textbook, our developers suggest closing all of your <a href=""http://openstax.org/"">OpenStax.org</a> tabs and then loading the book again.</p>"
"principles-macroeconomics","retired","Principles of Macroeconomics","Macro Econ","Principles of Macroeconomics",,"2014-03-19","2016-03-09T09:56:03.781000-06:00","2019-10-14T15:43:00-05:00",,false,"https://assets.openstax.org/oscms-prodcms/media/documents/macro_economics.svg","https://assets.openstax.org/oscms-prodcms/media/documents/Head_PrinciplesMacroeconomics_W1DyI7U.svg","gray","yellow",false,"1938168259","978-1-938168-25-3",,,"1-947172-30-1","978-1-947172-30-2","1-938168-32-1","978-1-938168-32-1",,,"https://creativecommons.org/licenses/by/4.0/","https://assets.openstax.org/oscms-prodcms/media/documents/PrinciplesofMacroeconomics-OP.pdf","https://assets.openstax.org/oscms-prodcms/media/documents/PrinciplesofMacroeconomics-LR.pdf","https://www.oercommons.org/groups/openstax-principles-of-macroeconomics/1058/?__hub_id=27",,"","https://itunes.apple.com/us/book/principles-macroeconomics/id922082109","","https://cnx.org/contents/4061c832-098e-4b3c-a1d9-7eb593a2cb31","",false,"https://www.bookshare.org/browse/book/891514",false,"https://www.amazon.com/Principles-Macroeconomics-OpenStax/dp/1506698247","https://www.amazon.com/Principles-Macroeconomics-Timothy-Taylor-ebook/dp/B075FG437B/ref=sr_1_16?s=digital-text&ie=UTF8&qid=1509044376&sr=1-16&keywords=Openstax",,false,true,false,,,,"4061c832-098e-4b3c-a1d9-7eb593a2cb31","<p><i>Principles of Macroeconomics</i> covers the scope and sequence requirements of most introductory macroeconomics courses. The text also includes many current examples, which are handled in a politically equitable way. The outcome is a balanced approach to both Keynesian and classical views, and to the theory and application of economics concepts.</p><p><br/><i>Principles of Macroeconomics</i> PDF and web view versions have been updated to include current FRED (Federal Reserve Economic) data.<br/></p>"
"principles-macroeconomics-2e","deprecated","Principles of Macroeconomics 2e","Macro Econ","Principles of Macroeconomics 2e",,"2017-10-11","2017-10-11T13:06:35.303000-05:00","2022-02-22T16:42:00-06:00","Social Sciences",false,"https://assets.openstax.org/oscms-prodcms/media/documents/Macroeconomics2e-BookCard.png","https://assets.openstax.org/oscms-prodcms/media/documents/Head_PrinciplesMacroeconomics2e.svg","gray","yellow",false,"1-947172-38-7","978-1-947172-38-8",,"978-1-50669-988-2","1-947172-39-5","978-1-947172-39-5","1-947172-50-6","978-1-947172-50-0",,,"https://creativecommons.org/licenses/by/4.0/","https://assets.openstax.org/oscms-prodcms/media/documents/Macroeconomics2e-OP_WRQqkIv.pdf",,"https://www.oercommons.org/groups/openstax-principles-of-macroeconomics/1058/?__hub_id=27",,"","https://itunes.apple.com/us/book/principles-of-macroeconomics-2e/id1344973975?ls=1&mt=13","","https://cnx.org/contents/27f59064-990e-48f1-b604-5188b9086c29","https://openstax.org/books/principles-macroeconomics-2e/pages/1-introduction",true,"",false,"https://buyprint.openstax.org/principles-macroeconomics-2e","https://amzn.to/38DYtdu",,false,false,false,,,,"27f59064-990e-48f1-b604-5188b9086c29","<p data-block-key=""v4605""><i>Principles of Macroeconomics 2e</i> covers the scope and sequence of most introductory economics courses. The text includes many current examples, which are handled in a politically equitable way. The outcome is a balanced approach to the theory and application of economics concepts. The second edition has been thoroughly revised to increase clarity, update data and current event impacts, and incorporate the feedback from many reviewers and adopters.<br/></p><p data-block-key=""kc27y"">Changes made in <i>Principles of Macroeconomics 2e</i> are described in the preface and the transition guide to help instructors transition to the second edition. The first edition of <i>Principles of Macroeconomics</i> by OpenStax is available in web view <a href=""https://openstax.org/books/principles-macroeconomics/pages/1-introduction"">here</a>.</p>"
"principles-macroeconomics-3e","live","Principles of Macroeconomics 3e",,,,"2022-12-14","2022-12-01T17:04:42.252000-06:00","2023-03-15T12:18:51.659638-05:00","Social Sciences",false,"https://assets.openstax.org/oscms-prodcms/media/documents/principles-macroeconomics-3e-web-card.svg","https://assets.openstax.org/oscms-prodcms/media/documents/principles-macroeconomics-3e-title-card.svg","blue","green_white",false,,"978-1-711471-47-1",,"978-1-711471-48-8",,"978-1-951693-64-0",,,,,"https://creativecommons.org/licenses/by/4.0/","https://assets.openstax.org/oscms-prodcms/media/documents/Macroeconomics3e-WEB.pdf",,"https://www.oercommons.org/groups/openstax-principles-of-macroeconomics/1058/?__hub_id=27",,"","","","https://cnx.org/contents/aff0c733-b223-4dfb-aad6-297bd361bdcf","https://openstax.org/books/principles-macroeconomics-3e/pages/1-introduction",false,"",false,"","",,false,false,false,,,,"aff0c733-b223-4dfb-aad6-297bd361bdcf","<p data-block-key=""8ckdy""><i>Principles of Macroeconomics 3e</i> covers the scope and sequence of most one semester introductory macroeconomics courses. The third edition takes a balanced approach to the theory and application of macroeconomics concepts. The text uses conversational language and ample illustrations to explore economic theories, and provides a wide array of examples using both fictional and real-world scenarios. The third edition has been carefully and thoroughly updated to reflect current data and understanding, as well as to provide a deeper background in diverse contributors and their impacts on economic thought and analysis. For example, the third edition highlights the research and views of a broader group of economists. Brief references and deeply explored socio-political examples have also been updated to showcase the critical – and sometimes unnoticed – ties between economic developments and topics relevant to students.</p><p data-block-key=""b0bo1"">A fuller list of changes made in <i>Principles of Macroeconomics 3e</i> are described in the preface and the transition guide to help instructors transition to the third edition.</p>"
"principles-macroeconomics-ap-courses","retired","Principles of Macroeconomics for AP® Courses","AP Macro Econ","Principles of Macroeconomics for AP® Courses",,"2015-08-18","2016-03-09T10:02:28.235000-06:00","2019-10-14T15:42:00-05:00",,true,"https://assets.openstax.org/oscms-prodcms/media/documents/principles_of_macroeconomics_for_ap_courses_book_card.svg","https://assets.openstax.org/oscms-prodcms/media/documents/Head_PrinciplesMacroeconomicsAP.svg","gray","yellow",false,"1938168968","978-1-938168-96-3",,,"1-947172-31-X","978-1-947172-31-9",,,,,"https://creativecommons.org/licenses/by/4.0/","https://assets.openstax.org/oscms-prodcms/media/documents/PrinciplesofMacroeconomicsforAPCourses-OP.pdf","https://assets.openstax.org/oscms-prodcms/media/documents/PrinciplesofMacroeconomicsforAPCourses-LR.pdf","https://www.oercommons.org/groups/openstax-principles-of-macroeconomics-for-ap-cours/1061/?__hub_id=27",,"","","","https://cnx.org/contents/33076054-ec1d-4417-8824-ce354efe42d0","",false,"",false,"","https://amzn.to/3bFwFr5",,false,false,false,,,,"33076054-ec1d-4417-8824-ce354efe42d0","<p><i>Principles of Macroeconomics for AP</i><i><sup>®</sup></i><i> Courses</i> covers scope and sequence requirements for an Advanced Placement<sup>®</sup> macroeconomics course and is listed on the <a href=""http://www.collegeboard.com/html/apcourseaudit/courses/macroeconomics_textbook_list.html"">College Board’s AP<sup>®</sup> example textbook list</a>. The text covers classical and Keynesian views, with a prominent section on the Expenditure-Output model to align to the AP<sup>®</sup> curriculum. The book offers a balanced approach to theory and application, and presents current examples to students in a politically equitable way.</p><p><br/><i>Principles of Macroeconomics for AP</i><i><sup>®</sup></i><i> Courses</i> PDF and web view versions have been updated to include current FRED (Federal Reserve Economic) data.</p>"
"principles-macroeconomics-ap-courses-2e","new_edition_available","Principles of Macroeconomics for AP® Courses 2e","AP Macro Econ","Principles of Macroeconomics for AP Courses 2e",,"2017-11-29","2017-11-28T14:00:00.348000-06:00","2021-07-27T14:35:00-05:00","Social Sciences",true,"https://assets.openstax.org/oscms-prodcms/media/documents/APMacroeconomics2e-bookcard.svg","https://assets.openstax.org/oscms-prodcms/media/documents/Head_PrinciplesMacroeconomics2eAP.svg","green","yellow",false,"1-947172-42-5","978-1-947172-42-5",,,"1-947172-43-3","978-1-947172-43-2",,,,,"https://creativecommons.org/licenses/by/4.0/","https://assets.openstax.org/oscms-prodcms/media/documents/APMacroeconomics2e-OP_7sE2Bz3.pdf",,"https://www.oercommons.org/groups/openstax-principles-of-macroeconomics-for-ap-cours/1061/?__hub_id=27",,"","","","https://cnx.org/contents/9117cf8c-a8a3-4875-8361-9cb0f1fc9362","https://openstax.org/books/principles-macroeconomics-ap-courses-2e/pages/1-introduction",true,"",false,"https://www.amazon.com/Principles-Macroeconomics-Courses-OpenStax-paperback/dp/1593998813","https://amzn.to/3bFwFr5",,false,false,false,,,,"9117cf8c-a8a3-4875-8361-9cb0f1fc9362","<p data-block-key=""8ch5a""><i>Principles of Macroeconomics for AP</i><i><sup>®</sup></i><i> Courses 2e</i> covers the scope and sequence requirements for an Advanced Placement<sup>®</sup> macroeconomics course and is listed on the <a href=""https://cb.collegeboard.org/ap-course-audit/courses/macroeconomics_textbook_list.html"">College Board’s AP® example textbook list</a>. The second edition includes many current examples and recent data from FRED (Federal Reserve Economic Data), which are presented in a politically equitable way. The outcome is a balanced approach to the theory and application of economics concepts.</p><p data-block-key=""ejoau""><br/>The second edition was developed with significant feedback from current users. In nearly all chapters, it follows the same basic structure of the first edition. General descriptions of the edits are provided in the preface, and a chapter-by-chapter transition guide is available for instructors. The first edition of <i>Principles of Macroeconomics for AP</i><i><sup>®</sup></i><i> Courses</i> by OpenStax is available in web view <a href=""https://openstax.org/books/principles-macroeconomics-ap-courses/pages/1-introduction"">here</a>.</p>"
"principles-management","live","Principles of Management","Management","Management",,"2019-03-20","2019-02-28T14:08:02.368000-06:00","2023-03-15T12:57:32.586757-05:00","Business",false,"https://assets.openstax.org/oscms-prodcms/media/documents/principles_of_management_book_card.svg","https://assets.openstax.org/oscms-prodcms/media/documents/principles_of_management_7reH2lj.svg","blue","yellow",false,"0-9986257-6-0","978-0-9986257-6-8",,"978-1-59399-876-9","0-9986257-7-9","978-0-9986257-7-5",,,,,"https://creativecommons.org/licenses/by/4.0/","https://assets.openstax.org/oscms-prodcms/media/documents/PrinciplesofManagement-OP_mGBMvoU.pdf",,"https://www.oercommons.org/groups/openstax-principles-of-management/4545/?__hub_id=27",,"","","","https://cnx.org/contents/c3acb2ab-7d5c-45ad-b3cd-e59673fedd4e","https://openstax.org/books/principles-management/pages/1-introduction",true,"",false,"https://buyprint.openstax.org/principles-management","https://amzn.to/3oH9bFO",,false,false,false,,294,7824839,"c3acb2ab-7d5c-45ad-b3cd-e59673fedd4e","<p data-block-key=""2klic""><i>Principles of Management</i> is designed to meet the scope and sequence requirements of the introductory course on management. This is a traditional approach to management using the leading, planning, organizing, and controlling approach. Management is a broad business discipline, and the Principles of Management course covers many management areas such as human resource management and strategic management, as well as behavioral areas such as motivation. No one individual can be an expert in all areas of management, so an additional benefit of this text is that specialists in a variety of areas have authored individual chapters.</p>"
"principles-marketing","live","Principles of Marketing","Principles of Marketing","Principles of Marketing","a0Z6f00000R27HiEAJ","2023-01-25","2023-01-06T14:26:50.228000-06:00","2023-03-15T12:20:00.411121-05:00","Business",false,"https://assets.openstax.org/oscms-prodcms/media/documents/principles.marketing.web.card.svg","https://assets.openstax.org/oscms-prodcms/media/documents/principles.marketing.titlecard.svg","light-blue","yellow_white",false,,"978-1-711471-51-8",,"978-1-711471-52-5",,"978-1-951693-88-6",,,,,"https://creativecommons.org/licenses/by/4.0/","https://assets.openstax.org/oscms-prodcms/media/documents/Principles_Marketing-WEB.pdf",,"https://www.oercommons.org/groups/openstax-principles-of-marketing/12984/?__hub_id=27",,"","","","https://cnx.org/contents/2731eee8-0eb1-4d80-ae83-01b4af642ff6","https://openstax.org/books/principles-marketing/pages/1-unit-introduction",false,"",false,"","",,false,false,false,,,,"2731eee8-0eb1-4d80-ae83-01b4af642ff6","<p data-block-key=""yuzwh""><i>Principles of Marketing</i> is designed to meet the scope and sequence for a one-semester marketing course for undergraduate business majors and minors. <i>Principles of Marketing</i> provides a solid grounding in the core concepts and frameworks of marketing theory and analysis so that business students interested in a major or minor in marketing will also be prepared for more rigorous, upper-level elective courses. Concepts are further reinforced through detailed, diverse, and realistic company and organization scenarios and examples from various industries and geographical locations. To illuminate the meaningful applications and implications of marketing ideas, the book incorporates a modern approach providing connections between topics, solutions, and real-world problems. <i>Principles of Marketing</i> is modular, allowing flexibility for courses with varied learning outcomes and coverage.</p><p data-block-key=""3b0uo"">Print copies of this book will be available for the fall 2023 semester. You can <a href=""https://www.xanedu.com/openstax-pre-order"">sign up to be notified when print copies are available</a>.</p>"
"principles-microeconomics","retired","Principles of Microeconomics","Micro Econ","Principles of Microeconomics",,"2014-03-19","2016-03-09T09:57:01.857000-06:00","2019-10-14T15:42:00-05:00",,false,"https://assets.openstax.org/oscms-prodcms/media/documents/micro_economics.svg","https://assets.openstax.org/oscms-prodcms/media/documents/Head_PrinciplesMicroeconomics.svg","gray","yellow",false,"1938168240","978-1-938168-24-6",,,"1-947172-29-8","978-1-947172-29-6","1-938168-31-3","978-1-938168-31-4",,,"https://creativecommons.org/licenses/by/4.0/","https://assets.openstax.org/oscms-prodcms/media/documents/PrinciplesofMicroeconomics-OP.pdf","https://assets.openstax.org/oscms-prodcms/media/documents/PrinciplesofMicroeconomics-LR.pdf","https://www.oercommons.org/groups/openstax-principles-of-microeconomics/1059/?__hub_id=27",,"","https://itunes.apple.com/us/book/principles-microeconomics/id910271752","","https://cnx.org/contents/ea2f225e-6063-41ca-bcd8-36482e15ef65","",false,"https://www.bookshare.org/browse/book/891515",false,"https://www.amazon.com/Principles-Microeconomics-OpenStax/dp/1938168240","https://www.amazon.com/Principles-Microeconomics-Timothy-Taylor-ebook/dp/B075FFG2ZG/ref=sr_1_20_twi_kin_1?s=books&ie=UTF8&qid=1508964001&sr=1-20&keywords=OpenStax",,false,true,false,,,,"ea2f225e-6063-41ca-bcd8-36482e15ef65","<p><i>Principles of Microeconomics</i> covers the scope and sequence of most introductory microeconomics courses. The text includes many current examples, which are handled in a politically equitable way. The outcome is a balanced approach to the theory and application of economics concepts.</p><p><br/><i>Principles of Microeconomics</i> PDF and web view versions have been updated to include current FRED (Federal Reserve Economic) data.<br/></p>"
